incident_number,cal_year,type_of_incident,cost_gbp,final_description,animal_group_parent,property_category,ward_code,ward,stn_ground_name,easting,northing
H4180,2016,Special Service,596,FOAL TRAPPED IN HEDGEROW,Horse,Outdoor,E05000330,HAREFIELD,Ruislip,504950,192050
B4181,2016,Special Service,596,PIGEON TRAPPED BY LEGS IN NETTING  RSPCA IN ATTENDANCE APPROX 50FT HIGH,Bird,Non Residential,E05000090,FRYENT,Stanmore,520850,189450
C4182,2016,Special Service,298,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Dwelling,E05011113,Rye Lane,Peckham,534250,175550
C4183,2016,Special Service,298,CAT TRAPPED IN KITCHEN,Cat,Dwelling,E05000494,WEST HAM,Stratford,539850,183550
B4184,2016,Special Service,298,GULL TRAPPED IN NETTING - 3RD FLOOR LEVEL - OPPOSITE THE GREAT HARRY PUB - RSPCA INSPECTOR IN ATTEND,Bird,Outdoor,E05000229,WOOLWICH COMMON,Plumstead,543550,178750
C4185,2016,Special Service,298,ASSIST RSPCA WITH CAT UP TREE ENTER VIA HEATH ROAD TO THE DEAD END OF DALEY THOMPSON WAY,Cat,Outdoor,E05000419,CLAPHAM TOWN,Clapham,528850,175950
C4186,2016,Special Service,596,CAT TRAPPED BETWEEN WALLS,Cat,Dwelling,E05011227,Longlands,Sidcup,545450,172350
F4187,2016,Special Service,298,ASSIST RSPCA WITH INJURED FOX BEHIND FENCE,Fox,Outdoor,E05000100,STONEBRIDGE,Park Royal,520550,183050
D4188,2016,Special Service,298,DOG TRAPPED BETWEEN SHED AND FENCE,Dog,Outdoor,E05000297,PINNER,Harrow,511250,190150
C4189,2016,Special Service,298,SMALL ANIMAL RESCUE CAT STUCK IN RIVER  RSPCA IN ATTENDANCE,Cat,Outdoor,E05000199,ENFIELD LOCK,Enfield,536850,198550
C4190,2016,Special Service,596,CAT TRAPPED IN ROOF VOID  GROUND FLOOR,Cat,Dwelling,E05000342,WEST DRAYTON,Hayes,506150,179950
C4192,2016,Special Service,298,CAT STUCK BEHIND WALL CALLED BY RSPCA,Cat,Dwelling,E05000047,COPPETTS,Finchley,528350,191550
C4193,2016,Special Service,298,KITTEN TRAPPED UNDER FLOOR,Cat,Dwelling,E05000210,TOWN,Enfield,533350,197750
B4194,2016,Special Service,298,ASSIST RSPCA WITH TRAPPED BIRD,Bird,Dwelling,E05000369,CANONBURY,Islington,532650,184150
C4195,2016,Special Service,298,CAT IN PRECARIOUS POSITION IN FIR TREE - REQUESTED BY RSPCA,Cat,Dwelling,E05000224,MIDDLE PARK AND SUTCLIFFE,Lee Green,540550,175050
S4196,2016,Special Service,298,SNAKE LOOSE IN FLAT - RSPCA TOLD CALLER THEY WERE TOO BUSY TO ATTEND,Snake,Dwelling,E05000375,HOLLOWAY,Holloway,530650,185550
F4197,2016,Special Service,298,ASSIST RSPCA WITH TRAPPED FOX ON BALCONY,Fox,Dwelling,E05000425,LARKHALL,Clapham,529550,176450
H4198,2016,Special Service,978,HORSE WITH 3 LEGS TRAPPED IN METAL GATE CREWS WILL BE MET AT FORTUNE BANK FARM AND TAKEN TO LOCATION,Horse,Outdoor Structure,E05000119,HAYES AND CONEY HALL,Biggin Hill,540650,163250
C4199,2016,Special Service,326,ASSIST RSPCA WITH CAT STUCK UP TREE  RSPCA OFFICER ADVISED THE ROAD IS VERY NARROW,Cat,Dwelling,E05000207,SOUTHBURY,Enfield,533450,196250
C4200,2016,Special Service,326,CAT STUCK IN CAR ENGINE  CAR IS LOCATED IN CAR PARK AT SIDE OF COSTA COFFEE,Cat,Road Vehicle,E05000558,CARSHALTON CENTRAL,Wallington,528150,164650
C4201,2016,Special Service,326,CAT STUCK IN TREE RSPCA IN ATTENDANCE WILL MEET AT ENTRANCE,Cat,Outdoor,E05000283,WHITE HART LANE,Tottenham,533150,191050
B4202,2016,Special Service,652,BIRD POSSIBLY TRAPPED IN CHIMNEY,Bird,Dwelling,E05000469,RAYNES PARK,Wimbledon,523050,169350
C4203,2016,Special Service,326,CAT TRAPPED IN CAR ENGINE/TRANSMISSION BAY - RSPCA ON SCENE - THIS IS OUTSIDE OLYMPIA,Cat,Road Vehicle,E05000252,AVONMORE AND BROOK GREEN,Hammersmith,524250,178850
H4204,2016,Special Service,652,HAMSTER STUCK UNDER FLOORBOARDS,Hamster,Dwelling,E05000469,RAYNES PARK,Wimbledon,523250,170050
C4205,2016,Special Service,326,CAT TRAPPED BETWEEN WALLS,Cat,Non Residential,E05000261,RAVENSCOURT PARK,Hammersmith,522350,178350
C4206,2016,Special Service,652,"KITTEN STUCK IN TOLIET PIPE BLOCK ADDRESS IS 8 TRANQUIL RISE, WEST STREET",Cat,Dwelling,E05011225,Erith,Erith,551250,178250
C4207,2016,Special Service,326,KITTEN IN DISTRESS RUNNING CALL,Cat,Dwelling,E05000331,HEATHROW VILLAGES,Hayes,506650,178850
B4208,2016,Special Service,326,PIGEON TRAPPED BY WINGS AND FEET IN NETTING  ON SIDE OF BUILDING,Bird,Non Residential,E05000130,CAMDEN TOWN WITH PRIMROSE HILL,Kentish Town,528850,183950
C4209,2016,Special Service,652,CAT TRAPPED UNDER TIMBER ON RAILWAY LINE,Cat,Outdoor,E05000606,MARKHOUSE,Walthamstow,537150,188750
C4210,2016,Special Service,326,CAT TRAPPED IN CAR ENGINE,Cat,Road Vehicle,E05011247,Loxford,Ilford,544350,185050
D4213,2016,Special Service,326,DOG TRAPPED UNDER METAL GATE,Dog,Outdoor,E05000620,QUEENSTOWN,Clapham,529650,176550
C4214,2016,Special Service,326,CAT STUCK BETWEEN CAVITY WALLS,Cat,Dwelling,E05000306,BROOKLANDS,Romford,550650,189150
C4215,2016,Special Service,326,CAT TRAPPED IN BATHROOM PIPE,Cat,Dwelling,E05009332,SHADWELL,Shadwell,535450,180850
C4216,2016,Special Service,326,CAT FALLEN INTO HOLE IN FLAT THIS IS FLAT 373 NOT 371   (CALLED BY CALLER ON ADVICE OF RSPCA   RSPCA,Cat,Dwelling,E05009376,HOMERTON,Homerton,535650,185250
B4217,2016,Special Service,326,BIRD TRAPPED IN CHIMNEY,Bird,Dwelling,E05011253,Valentines,Ilford,542850,186850
C4218,2016,Special Service,326,CAT FALLEN INTO HOLE FROM FOURTH FLOOR TO SECOND FLOOR - FLAT 367   CALLER AT FLAT 373,Cat,Dwelling,E05009376,HOMERTON,Homerton,535650,185250
C4219,2016,Special Service,326,CAT TRAPPED BEHIND CUPBOARD,Cat,Dwelling,E05000625,THAMESFIELD,Wandsworth,523850,175750
F4220,2016,Special Service,326,FOX TRAPPED BETWEEN HOUSE AND WALL,Fox,Dwelling,E05011482,Shirley North,Woodside,536150,167050
D4221,2016,Special Service,652,DOG IN RIVER  NEAR NUMBER 26,Dog,Outdoor,E05000527,ST. MARGARETS AND NORTH TWICKENHAM,Twickenham,516350,174250
C4222,2016,Special Service,326,CAT STUCK IN PRECARIOUS POSITION,Cat,Dwelling,E05000143,ST. PANCRAS AND SOMERS TOWN,Euston,529750,183350
D4223,2016,Special Service,326,DOG ON THE ROOF  AT THE UNDERGROUND STATION APPROX 12 FOOT HIGH,Dog,Non Residential,E05000253,COLLEGE PARK AND OLD OAK,Acton,521750,181250
C4224,2016,Special Service,326,KITTENS TRAPPED BEHIND KITCHEN UNIT,Cat,Dwelling,E05000417,BRIXTON HILL,Brixton,530550,174650
C4225,2016,Special Service,326,CAT TRAPPED BETWEEN FRIDGE FREEZER AND WALL VOID,Cat,Dwelling,E05000135,HAMPSTEAD TOWN,West Hampstead,526750,185750
B4226,2016,Special Service,326,PIGEON TRAPPED IN FIREPLACE,Bird,Dwelling,E05000476,BOLEYN,East Ham,541950,183450
B4227,2016,Special Service,326,Assist rspca with injured pigeon in tree   - RSPCA IN ATTENDANCE,Bird,Dwelling,E05000446,LADYWELL,Lewisham,537750,175750
B4228,2016,Special Service,326,BIRD TRAPPED BETWEEN DOOR AND WALL,Bird,Dwelling,E05000487,LITTLE ILFORD,East Ham,543250,185150
C4229,2016,Special Service,652,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Outdoor,E05011108,Nunhead & Queen's Road,New Cross,535350,175650
C4230,2016,Special Service,326,CAT STUCK BETWEEN TWO WALLS,Cat,Non Residential,E05009332,SHADWELL,Shadwell,534750,180950
C4231,2016,Special Service,326,ADULT CAT AND FOUR NEWLY BORN KITTENS TRAPPED BEHIND WALL,Cat,Dwelling,E05000603,LEA BRIDGE,Leyton,536350,187250
C4232,2016,Special Service,326,CAT ON ROOF  CALLER STATES AT COMMUNITY CENTRE  RSPCA OFFICER IN ATTENDANCE,Cat,Non Residential,E05011110,Peckham,Peckham,534250,177150
C4233,2016,Special Service,326,CAT TRAPPED IN WIRE FENCING CALLER COULD NOT GIVE A HOUSE NUMBER BUT IS WAITING OUTSIDE FOR BRIGADE,Cat,Dwelling,E05009381,LONDON FIELDS,Shoreditch,533650,184050
C4234,2016,Special Service,326,ASSIST RSPCA WITH CAT LOCKED IN GARAGE,Cat,Non Residential,E05000592,CHAPEL END,Walthamstow,537450,190450
B4235,2016,Special Service,326,PIGEON HANGING FROM TELEGRAPH WIRING  RSPCA IN ATTENDANCE,Bird,Dwelling,E05000463,LAVENDER FIELDS,Mitcham,527250,169350
D4236,2016,Special Service,326,DOG TRAPPED UNDER CAR   NEAR HIGH STREET   NR SCOTCH THE BUTCHERS AND NISSAR,Dog,Outdoor,E05000568,THE WRYTHE,Wallington,527550,165350
D4237,2016,Special Service,326,DOG TRAPPED ON EMBANKMENT 40AD MARKER  UNDER COPPERBOX BRIDGE,Dog,Outdoor,E05009374,HACKNEY WICK,Homerton,537250,184650
C4238,2016,Special Service,326,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Dwelling,E05000422,GIPSY HILL,West Norwood,532750,171750
B4239,2016,Special Service,326,BIRD TRAPPED BEHIND FIRE MANTEL,Bird,Dwelling,E05000532,WEST TWICKENHAM,Twickenham,513250,172250
C4240,2016,Special Service,326,CAT UP TREE RSPCA IN ATTENDANCE,Cat,Outdoor,E05000526,NORTH RICHMOND,Richmond,518450,175650
B4241,2016,Special Service,326,ASSIST RSPCA WITH A CROW TRAPPED IN NETTING,Bird,Dwelling,E05000257,MUNSTER,Fulham,524250,176650
B4242,2016,Special Service,326,BIRD STUCK CHIMNEY,Bird,Dwelling,E05011098,Chaucer,Dockhead,532650,179750
C4243,2016,Special Service,326,CAT TRAPPED BEHIND KITCHEN CABINET,Cat,Dwelling,E05000344,YEADING,Southall,512650,182350
C4244,2016,Special Service,326,CAT STUCK ON ROOF CALL RECIEVED FROM RSPCA,Cat,Dwelling,E05011476,Purley & Woodcote,Purley,531750,161250
C4245,2016,Special Service,326,CAT TRAPPED ON ROOF TRAPPED ON SLOPING ROOF,Cat,Dwelling,E05000251,ASKEW,Hammersmith,522650,179650
D4246,2016,Special Service,652,DOG TRAPPED UNDER BUILDING RODING VALLEY CRICKET CLUB,Dog,Non Residential,NA,NA,Essex,542450,194550
C4247,2016,Special Service,326,CAT STUCK BEHIND SHED,Cat,Dwelling,E05000368,CALEDONIAN,Euston,530650,183250
H4248,2016,Special Service,326,HAMSTER STUCK IN CAVITY WALL,Hamster,Dwelling,E05000316,MAWNEYS,Romford,549650,189250
c4249,2016,Special Service,326,CATS STUCK IN ROOF VOID OF FLATS,Cat,Dwelling,E05000229,WOOLWICH COMMON,Plumstead,543950,177850
C4250,2016,Special Service,326,RUNNING CALL TO CAT UP TREE OUTSIDE,Cat,Outdoor,E05009367,BROWNSWOOD,Holloway,531950,186750
C4251,2016,Special Service,326,ASSIST RSPCA WITH CAT STUCK IN BATHROOM,Cat,Dwelling,E05000448,LEWISHAM CENTRAL,Lewisham,537950,174850
C4252,2016,Special Service,326,CAT UP TREE OUTSIDE RUNNING CALL,Cat,Outdoor,E05009367,BROWNSWOOD,Holloway,531950,186750
C4253,2016,Special Service,326,ASSIST RSPCA INSPECTOR WITH CAT TRAPPED ON WINDOW LEDGE,Cat,Dwelling,E05000645,TACHBROOK,Lambeth,529650,178250
C4254,2016,Special Service,326,ASSIST RSPCA INSPECTOR WITH KITTEN STUCK IN TREE FOR 36 HOURS,Cat,Outdoor,E05000190,SOUTHALL GREEN,Southall,511750,179450
B4255,2016,Special Service,326,PIGEON TRAPPED BY WIRE,Bird,Dwelling,E05000427,PRINCE'S,Lambeth,531050,178550
B4256,2016,Special Service,326,ASSIST RSPCA WITH BIRD ENTANGLED ABOVE 2ND FLOOR WINDOW,Bird,Dwelling,E05000597,HALE END AND HIGHAMS PARK,Woodford,539150,191350
C4257,2016,Special Service,652,CAT STUCK ON ROOF  IT KEEPS SLIDING,Cat,Dwelling,E05000615,FURZEDOWN,Tooting,529450,171150
B4258,2016,Special Service,326,BIRD TRAPPED IN NETTING ON BALCONY CALLED BY RSPCA J/O CROWNSTONE ROAD,Bird,Dwelling,E05000435,TULSE HILL,Brixton,530850,174650
C4259,2016,Special Service,326,CAT FALLEN INTO LIGHTWELL FROM HEIGHT RUNNING CALL A301 ATTENDING - NO FURTHER ATTENDANCE REQUIRED A,Cat,Dwelling,E05000379,ST. MARY'S,Islington,531650,184050
D4260,2016,Special Service,326,DOG IN PRECARIOUS POSITION   SLIPPED DOWN ROOF TO SECOND FLOOR LEVEL,Dog,Dwelling,E05011100,Dulwich Village,West Norwood,533550,173850
B4261,2016,Special Service,326,BIRD STUCK IN LOFT,Bird,Dwelling,E05011250,Newbury,Ilford,545050,187350
C4262,2016,Special Service,326,CAT WITH PAW TRAPPED IN WINDOW,Cat,Dwelling,E05000029,CHADWELL HEATH,Dagenham,547550,189750
F4263,2016,Special Service,326,ASSIST RSPCA WITH TRAPPED FOX CUB,Fox,Outdoor,E05000439,BROCKLEY,Greenwich,536950,176350
B4264,2016,Special Service,326,BIRD TRAPPED  UNDERNEATH RAILWAY BRIDGE,Bird,Outdoor Structure,E05000200,GRANGE,Enfield,532150,196750
B4265,2016,Special Service,652,BIRD ENTANGLED IN WIRE - TRAPPED IN TREE - TL REQUESTED FROM SCENE,Bird,Outdoor,E05000628,WEST HILL,Wandsworth,523950,172750
C4266,2016,Special Service,326,E252  RUNNING CALL TO CAT STUCK UP TREE,Cat,Dwelling,E05000221,GLYNDON,Plumstead,545250,178250
S4267,2016,Special Service,326,SQUIRREL TRAPPED IN WALL,Squirrel,Dwelling,E05009320,BOW WEST,Bethnal Green,537050,182850
C4268,2016,Special Service,326,ASSIST RSPCA WITH CAT IN TREE  RSPCA ON SCENE LIAISE WITH KIRSTY NEAR NUMBER 6,Cat,Outdoor,E05000439,BROCKLEY,Greenwich,537550,176350
C4269,2016,Special Service,326,ASSIST RSPCA WITH CAT ON ROOF,Cat,Dwelling,E05000215,BLACKHEATH WESTCOMBE,East Greenwich,539650,177750
B4270,2016,Special Service,326,BIRD TRAPPED IN GUTTERING,Bird,Dwelling,E05000176,ELTHORNE,Ealing,515150,179950
D4271,2016,Special Service,326,DOG WITH HEAD TRAPPED IN RAILINGS,Dog,Dwelling,E05000525,MORTLAKE AND BARNES COMMON,Richmond,519950,175950
D4272,2016,Special Service,326,INJURED DOG STUCK IN RAILINGS ADDRESS GIVEN AS BY THE CHILDRENS PLAYGROUND IN MILNE PARK NEXT TO HOM,Dog,Outdoor Structure,E05011471,New Addington South,Addington,539050,161450
C4273,2016,Special Service,652,DISTRESSED CAT STUCK UP TREE - ANIMAL HOSPITAL STAFF IN ATTENDANCE    ROMFORD CEMETERY,Cat,Outdoor,E05000306,BROOKLANDS,Dagenham,550750,187750
C4274,2016,Special Service,326,CAT STUCK ON ROOF CALLED BY RSPCA - RSPCA OFFICER IN ATTENDANCE,Cat,Dwelling,E05011240,Clementswood,Ilford,544450,185650
B4275,2016,Special Service,326,PIDGEON TRAPPED BETWEEN WALLS CALLER IS IN THE CAR PARK AND WILL MEET YOU THERE,Bird,Non Residential,E05000172,DORMERS WELLS,Southall,513450,181050
C4276,2016,Special Service,326,RSPCA REQUEST TO ATTEND CAT STUCK IN DRY CANAL RSPCA WILL MEET YOU THERE,Cat,Outdoor,E05000209,SOUTHGATE GREEN,Southgate,530250,192350
C4277,2016,Special Service,326,CAT TRAPPED BETWEEN WALLS,Cat,Non Residential,E05000136,HAVERSTOCK,Kentish Town,528550,184550
D4278,2016,Special Service,326,DOG IN POND  GO DOWN PATH BY THE TRAFFIC LIGHT AND FORTY HILL IS THE NAME OF THE PARK,Dog,Outdoor,E05000195,CHASE,Enfield,533650,198250
C4279,2016,Special Service,326,KITTEN TRAPPED IN DISABLED LIFT SHAFT,Cat,Dwelling,E05000464,LONGTHORNTON,Norbury,529450,168850
C4280,2016,Special Service,326,CAT TRAPPED BETWEEN 2 GARAGES,Cat,Non Residential,E05000285,BELMONT,Stanmore,516850,190450
C4281,2016,Special Service,326,CAT TRAPPED BEHIND FIREPLACE,Cat,Dwelling,E05000418,CLAPHAM COMMON,Clapham,529350,174650
C4282,2016,Special Service,326,CAT TRAPPED IN WALL,Cat,Dwelling,E05009331,ST. PETER'S,Bethnal Green,534450,183250
B4283,2016,Special Service,326,PIGEON TRAPPED IN NETTING  RSPCA IN ATTENDANCE BY RAILWAY BRIDGE,Bird,Outdoor Structure,E05000099,QUEENSBURY,Stanmore,518850,189750
B4284,2016,Special Service,326,BIRD TRAPPED IN WIRE,Bird,Outdoor,E05000104,WEMBLEY CENTRAL,Wembley,517750,184550
C4285,2016,Special Service,326,SMALL ANIMAL RESCUE - DISTRESSED CAT POSSIBLY INJURED TRAPPED ON ROOF,Cat,Dwelling,E05000174,EALING COMMON,Ealing,518250,180250
C4286,2016,Special Service,652,ASSIST RSPCA KITTEN TRAPPED IN ENGINE OF CAR,Cat,Road Vehicle,E05000335,NORTHWOOD,Ruislip,509750,191350
R4287,2016,Special Service,326,RABBIT TRAPPED IN CAR ENGINE,Rabbit,Road Vehicle,E05011466,Coulsdon Town,Purley,528750,157950
D4288,2016,Special Service,326,DOG TRAPPED IN GATE OUTSIDE NO. 7 CLIVE ROAD FRU REQUESTED FROM SCENE FOR PEDDLE CUTTERS,Dog,Dwelling,E05000322,SQUIRREL'S HEATH,Hornchurch,552750,188550
C4289,2016,Special Service,326,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Outdoor,E05011111,Peckham Rye,Forest Hill,535150,174350
C4290,2016,Special Service,326,KITTEN TRAPPED INSIDE CAR CHASSIS,Cat,Road Vehicle,E05000090,FRYENT,Stanmore,520450,189150
D4291,2016,Special Service,326,DOG TRAPPED UNDER CAR,Dog,Dwelling,E05000060,UNDERHILL,Mill Hill,521050,194650
C4292,2016,Special Service,326,CAT STUCK UP TREE RSPCA IN ATTENDANCE - CALLED BY RSPCA,Cat,Outdoor,E05000198,ENFIELD HIGHWAY,Enfield,536250,197650
B4293,2016,Special Service,326,BIRD TRAPPED BEHIND GAS FIRE,Bird,Dwelling,E05000590,CANN HALL,Leytonstone,539250,186150
C4294,2016,Special Service,326,CAT TRAPPED UNDER FLOOR BOARDS OR WALL,Cat,Dwelling,E05000199,ENFIELD LOCK,Enfield,537450,198250
C4295,2016,Special Service,326,CAT STUCK BETWEEN ROOF TILES AND ROOF TERRACE,Cat,Dwelling,E05000191,SOUTHFIELD,Chiswick,520450,179450
D4296,2016,Special Service,326,DOG WITH HEAD TRAPPED IN TABLE,Dog,Dwelling,E05000353,HANWORTH,Feltham,512150,172450
C4297,2016,Special Service,326,CAT TRAPPED BETWEEN DECKING,Cat,Dwelling,E05000191,SOUTHFIELD,Chiswick,520450,179450
C4298,2016,Special Service,326,KITTEN FALLEN FROM BALCONY INTO GROUND FLOOR GARDEN KITTEN POSSIBLY INJURED  OWNER LIVES AT NUMBER 1,Cat,Dwelling,E05000377,MILDMAY,Islington,532850,185250
C4299,2016,Special Service,326,KITTEN FALLEN 4 FLOORS INTO GARDEN BELOW NO ACCESS FROM VIA FLATS BELOW,Cat,Dwelling,E05000263,SHEPHERD'S BUSH GREEN,Hammersmith,522850,179650
B4300,2016,Special Service,326,PIGEON TRAPPED IN STRING OUTSIDE WINDOW FLAT C,Bird,Outdoor,E05000642,QUEEN'S PARK,North Kensington,524650,182850
D4301,2016,Special Service,326,TWO LARGE BLACK DOGS TRAPPED IN CAR WITH WINDOWS SHUT IN DIRECT SUNLIGHT THIS IS A SILVER VOLVO THE,Dog,Road Vehicle,E05000519,"HAM, PETERSHAM AND RICHMOND RIVERSIDE",Kingston,517950,172750
D4302,2016,Special Service,326,GUIDE DOG IMPALED ON A BRANCH IN BACK GARDEN,Dog,Outdoor,E05000285,BELMONT,Stanmore,516150,190450
F4303,2016,Special Service,326,ASSSIT RSPCA WITH FOX CLUBS  STUCK IN A HOLE,Fox,Outdoor Structure,E05009334,STEPNEY GREEN,Shadwell,535250,181850
C4304,2016,Special Service,326,CAT TRAPPED IN HOLE,Cat,Outdoor,E05000622,ST. MARY'S PARK,Battersea,527550,176550
B4305,2016,Special Service,326,PIGEON STUCK IN CHIMNEY,Bird,Dwelling,E05000274,MUSWELL HILL,Hornsey,529550,189350
S4306,2016,Special Service,326,SMALL ANIMAL RESCUE - SQUIRREL TRAPPED AT 3RD FLOOR LEVEL,Squirrel,Dwelling,E05000478,CANNING TOWN SOUTH,Plaistow,539850,181450
D4307,2016,Special Service,326,TWO DOGS LOCKED IN CAR IN DISTRESS  BLACK VAUXHALL INSIGNIA   REG  GK11 TJY,Dog,Dwelling,E05000534,BRUNSWICK PARK,Peckham,533550,176350
C4308,2016,Special Service,326,CAT IN CANAL,Cat,Outdoor,E05000635,HARROW ROAD,North Kensington,524650,182150
D4309,2016,Special Service,326,DOG TRAPPED BETWEEN FENCE AND WALL,Dog,Outdoor,E05000563,STONECOT,Sutton,524550,165450
B4310,2016,Special Service,326,ASSIST RSPCA INSPECTOR WITH DUCKLINGS STUCK ON ROOF,Bird,Dwelling,E05000637,KNIGHTSBRIDGE AND BELGRAVIA,Chelsea,528150,179550
B4311,2016,Special Service,326,SMALL ANIMAL RESCUE DUCK AND CHICKS IN PRECARIOUS POSITION ON ROOF TERRACE OF PENTHOUSE CALLER WILL,Bird,Dwelling,E05000628,WEST HILL,Wandsworth,524550,173950
B4312,2016,Special Service,326,SMALL ANIMAL RESCUE DUCK AND CHICKS IN PRECARIOUS POSITION,Bird,Dwelling,E05000628,WEST HILL,Wandsworth,524550,173950
C4313,2016,Special Service,326,CAT STUCK UNDER FLOOR BOARDS,Cat,Dwelling,E05000618,NIGHTINGALE,Tooting,528350,173750
C4314,2016,Special Service,326,CAT STUCK INBETWEEN 2 FENCES CALLED BY RSPCA,Cat,Dwelling,E05000475,BECKTON,East Ham,542150,182050
B4315,2016,Special Service,326,BIRD TRAPPED IN CUPBOARD BEHIND PIPES,Bird,Dwelling,E05000455,ABBEY,Wimbledon,525950,169850
B4316,2016,Special Service,326,SMALL ANIMAL RESCUE - BIRD TRAPPED IN CAVITY WALL RSPCA AND COUNCIL HAVE REFUSED TO ATTEND,Bird,Dwelling,E05000455,ABBEY,Wimbledon,525950,169850
F4317,2016,Special Service,978,FOX TRAPPED IN SEWAGE PIPE  RSPCA ON ROUTE,Fox,Outdoor Structure,E05000135,HAMPSTEAD TOWN,West Hampstead,526750,186050
B4318,2016,Special Service,326,BIRD TRAPPED BEHIND HEATER,Bird,Dwelling,E05000363,OSTERLEY AND SPRING GROVE,Heston,516350,177250
C4319,2016,Special Service,326,CAT TRAPPED IN CAVITY WALL,Cat,Dwelling,E05011228,Northumberland Heath,Erith,549350,177850
B4320,2016,Special Service,326,PIGEON TRAPPED IN BALCONY  THIS IS FLAT NO. 902,Bird,Dwelling,E05000061,WEST FINCHLEY,Finchley,526350,192050
B4321,2016,Special Service,326,PIGEON STUCK IN AERIEL ON ROOF,Bird,Dwelling,E05000036,MAYESBROOK,Barking,546750,185350
C4322,2016,Special Service,326,CAT TRAPPED IN BUILDING,Cat,Dwelling,E05000193,BOWES,Southgate,530350,192050
C4323,2016,Special Service,326,ASSIST RSPCA WITH CAT UP A TREE,Cat,Outdoor,E05000141,KING'S CROSS,Euston,530150,182450
C4324,2016,Special Service,326,CAT TRAPPED IN BUILDING OPPOSITE,Cat,Non Residential,E05000092,KENSAL GREEN,North Kensington,522750,182850
D4325,2016,Special Service,326,DOG STUCK IN GATE,Dog,Outdoor Structure,E05000289,HARROW ON THE HILL,Northolt,514450,187450
D4326,2016,Special Service,326,PUPPY TRAPPED BETWEEN GARAGE AND WALL,Dog,Dwelling,E05000115,CRAY VALLEY WEST,Orpington,545950,168650
B4327,2016,Special Service,978,ASSIST RSPCA WITH CROW TRAPPED IN TWINE IN TREE    ALP REQUESTED FROM SCENE  RSPCA INSPECTOR SAYS TH,Bird,Outdoor,E05000261,RAVENSCOURT PARK,Hammersmith,522350,178250
D4328,2016,Special Service,326,DEER STUCK IN RAILING/FENCE   RUISLIP LIDO PARK     CALLER WILL MEET NR RESVIOR ROAD ENTRANCE,Deer,Outdoor,E05000343,WEST RUISLIP,Ruislip,509150,189450
C4329,2016,Special Service,326,CAT TRAPPED IN CAR ENGINE,Cat,Road Vehicle,E05011235,Barkingside,Ilford,543150,188450
C4330,2016,Special Service,326,CAT STUCK UP ON SCAFFOLDING SINCE YESTERDAY,Cat,Dwelling,E05000257,MUNSTER,Fulham,524250,176350
C4331,2016,Special Service,326,SMALL ANIMAL RESCUE -CAT WITH PAW TRAPPED IN DOOR MECHANISM,Cat,Dwelling,E05000439,BROCKLEY,Greenwich,536950,176350
B4332,2016,Special Service,326,PIGEON TRAPPED IN NETTING OUTSIDE THE RAILWAY STN      CALLER WILL MEET AND DIRECT,Bird,Non Residential,E05000461,GRAVENEY,Mitcham,527950,170550
C4333,2016,Special Service,326,KITTENS STUCK UNDER SINK,Cat,Dwelling,E05011479,Selhurst,Croydon,532450,166750
D4334,2016,Special Service,326,DOG TRAPPED IN BIKE FRAME,Dog,Dwelling,E05000048,EAST BARNET,Barnet,526950,195650
B4335,2016,Special Service,326,PIGEON TRAPPED IN NETTING,Bird,Dwelling,E05011249,Monkhams,Woodford,540850,191850
C4336,2016,Special Service,326,RUNNING CALL TO CAT IN PRECARIOUS POSITION,Cat,Non Residential,E05009390,CAMPDEN,Kensington,525450,179550
B4337,2016,Special Service,326,BIRD TRAPPED IN CHIMNEY,Bird,Dwelling,E05000351,FELTHAM NORTH,Feltham,510950,174350
C4338,2016,Special Service,326,KITTEN TRAPPED IN ENGINE,Cat,Road Vehicle,E05000355,HESTON CENTRAL,Feltham,512350,177250
C4339,2016,Special Service,326,ASSIST RSPCA WITH CAT STUCK UP TREE RSPCA INSPECTORS LADDER ISNT LONG ENOUGH,Cat,Dwelling,E05000110,CHELSFIELD AND PRATTS BOTTOM,Orpington,546250,164050
D4340,2016,Special Service,326,ASSIST RSPCA WITH MUNTJAC DEER STUCK IN IRON GATE,Deer,Outdoor Structure,E05000052,GARDEN SUBURB,Hendon,525050,188050
